"molecule structure","name","activity","type"
"C[C@@H]1CNCCN1CC#N","P81831364","0","decoy"
"C[C@H](CC#N)NC(=O)C","P91593447","0","decoy"
"C1CN(C[C@H]1O)C[C@@H]2CO2","P94526490","0","decoy"
"CCN1C[C@@H](CC1=O)O","P107841297","0","decoy"
"CN1CC[C@H](C1=O)NCC#C","P108871030","0","decoy"
"C[C@@H](C#N)NC(=O)C=C","P117550138","0","decoy"
"COC1=C(CCCN1)C#N","P117557462","0","decoy"
"c1ccn(c1)NC#N","P121825487","0","decoy"
"CN1CCN(CC1)NC=O","P125443838","0","decoy"
"CNC(=O)[C@H]1CCCN1C","P128031521","0","decoy"
"CN(CC#N)[C@H]1CCCNC1","P128938770","0","decoy"
"C[C@H]([C@@H]1CCCO1)NC=O","P129960895","0","decoy"
"C1CC1[C@H](C#N)NC=O","P129962631","0","decoy"
"C1COC[C@H]1[C@@H](C=O)O","P133005854","0","decoy"
"C=CCN1CCNC[C@H]1C#N","P134346401","0","decoy"
"C[C@@H](C#N)[C@H](C=O)O","P134486215","0","decoy"
"CC[C@H]1CO[C@@H](CN1)C#N","P136450499","0","decoy"
"CC1(CNC[C@H](O1)C#N)C","P136450765","0","decoy"
"C[C@H]1CC[C@H](O1)C(=O)NC#N","P137853014","0","decoy"
"COC(=O)C#CCCO","P142916272","0","decoy"
"C1C[C@@H](NC[C@@H]1C#N)C#N","P150510098","0","decoy"
"CC(=O)/C(=N/O)/Cl","P150927401","0","decoy"
"C[C@H]1CCNC[C@H]1[N+](=O)[O-]","P151246905","0","decoy"
"CN(C)C(=O)C12CC(C1)CN2","P151705215","0","decoy"
"C1[C@H]2COC(=O)[C@@]1(CO2)O","P152008234","0","decoy"
