"molecule structure","name","activity","type"
"C[C@H](C(=O)NC(=O)N)OC1(CCC(CC1)C(C)(C)C)CN","P135734869","0","decoy"
"c1c2c(cc(c1NC(=O)[C@H]3C[C@H](C=C3)N)Br)[nH]c(=O)[nH]2","P144371835","0","decoy"
"c1cc(c(cc1S(=O)(=O)N)Br)NC(=O)[C@@H]2C[C@@H](C=C2)N","P144372115","0","decoy"
"c1ccc2c(c1)[C@H](CO2)Nc3ccc(c(c3)N)S(=O)(=O)N","P145911529","0","decoy"
"c1[nH]c2c(n1)c(ncn2)SCC[C@@H]3CCC[C@]3(C(=O)N)N","P146650808","0","decoy"
"CCCc1cc(nc(n1)S[C@@H]2CCC[C@](C2)(C(=O)N)[NH3+])[O-]","P146932181","0","decoy"
"Cc1c(cc(cc1S(=O)(=O)N)N)N[C@@H]2CCN3[C@@H]2CCC3","P147896234","0","decoy"
"c1cc(c(cc1I)O)/C=N\Nc2n[nH]c(=S)n2N","P152610210","0","decoy"
"Cc1c2c([nH]n1)Nc3c(c(=O)[nH]c(=O)[nH]3)[C@H]2c4ccc(c(c4)Cl)O","P152928901","0","decoy"
"Cc1ccc(cc1)C(=O)N[C@@H]2C=C(C[C@H]([C@@H]2O)O)C(=O)N[C@H](CC(C)C)C(=O)N","P04500242","0","decoy"
"C[C@@H]1C[C@@H]([C@@H]([C@@H](O1)Nc2ccccc2N[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)C)O)O)O)O)O","P05798951","0","decoy"
"Cc1ccc(cc1)Nc2nnc(s2)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O","P08011852","0","decoy"
"Cc1ccc(cc1)Nc2nnc(s2)[C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O","P08011872","0","decoy"
"C[C@]12CC/C(=N/NC(=O)N)/C=C1CC[C@@H]3[C@H]2CC[C@]\4([C@@H]3CC/C4=N\NC(=O)N)C","P18614719","0","decoy"
"Cc1ccc(cc1)C2=NN[C@H](S2)[C@@H]([C@H]([C@H]([C@H](CO)O)O)O)O","P19686281","0","decoy"
"c1cc(ccc1Sc2ccc(cc2)S(=O)(=O)NN)S(=O)(=O)NN","P23788430","0","decoy"
"c1ccc(cc1)C2=NN[C@H](S2)[C@@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O","P24889483","0","decoy"
"c1ccc(cc1)C2=NN[C@H](S2)[C@@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O","P24889486","0","decoy"
"c1cc(ccc1N[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)S(=O)(=O)N","P27152938","0","decoy"
"Cc1cccc2c1[nH]c(c(c2=O)/C=C/3\C(=O)N[C@@H](N(C3=O)c4ccccc4)N[NH3+])[O-]","P28319419","0","decoy"
"CCOc1cc(ccc1O)C2C(=C(NC(=C2C(=O)N)C)C)C(=O)N","P28729008","0","decoy"
"CCCCn1c(c(c(=O)[nH]c1=O)N(CC)CCC(=O)NC(=O)N)N","P36927624","0","decoy"
"C[C@H](C(=O)N)NS(=O)(=O)c1ccc(cc1NN)[N+](=O)[O-]","P53126042","0","decoy"
"c1ccc2c(c1)C(=O)[C@@H]3[C@@H](O2)C=C(C(=C3O)[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O","P54580260","0","decoy"
"c1cc(c(cc1/C=C/c2cc(cc(c2)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O","P56765106","0","decoy"
"c1c(cc(c(c1)/C=N/NC(=O)C(=O)N/N=C/c2c(cc(cc2)O)O)O)O","P57437247","0","decoy"
"Cc1ccc(cc1)C2=C[C@H](N=N2)[C@@H]3NN[C@@H](N3N)SCC(=O)N","P58674661","0","decoy"
"Cc1ccc(cc1)C2=C[C@@H](N=N2)[C@H]3NN[C@@H](N3N)SCC(=O)N","P58674662","0","decoy"
"c1ccc(cc1)NN[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C(=O)NNc3ccccc3)O)O)O","P58727484","0","decoy"
"c1ccc(c(c1)NS(=O)(=O)c2cn[nH]c2N)S(=O)(=O)N","P61296469","0","decoy"
"c1cc(ccc1Nc2[nH]c(=O)c3c(n2)NC(=O)C[C@@H]3C(=O)NC(=O)N)Cl","P61325475","0","decoy"
"Cc1cc[nH+]c(c1)Nc2c(c(nc[nH+]2)NC[C@H]3CCCO3)N","P61767603","0","decoy"
"Cc1ccc([nH+]c1)Nc2c(c(nc[nH+]2)N3CC[NH+](CC3)C)N","P61839393","0","decoy"
"CC(C)C[C@@H](CO)Nc1ccc(cc1N)S(=O)(=O)N","P61901335","0","decoy"
"C/C=C/C#CC#C[C@@H]([C@H](/C=C/CCCO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O","P67106731","0","decoy"
"CCC(CC)(CO)Nc1cc(cc(c1)S(=O)(=O)N)N","P79506926","0","decoy"
"c1c2c(c3c(c1Cl)nc(s3)NN)nc(s2)NN","P86058137","0","decoy"
"c1cc(sc1c2c(c3c([nH]2)[nH]c(=O)[nH]c3=O)c4c([nH]c(=O)[nH]c4=O)N)Cl","P86198261","0","decoy"
"c1cc(ccc1C(=O)NN)O[C@@H]2[C@@H](OCCO2)Oc3ccc(cc3)C(=O)NN","P87734846","0","decoy"
"CC1=C([C@H](C(=C(O1)N)C(=O)N)c2ccc(cc2)[N+](=O)[O-])C(=O)N","P89255866","0","decoy"
"CC1=C([C@H](C(=C(O1)N)C(=O)N)c2ccc(cc2)[NH+](C)C)C(=O)N","P89263478","0","decoy"
"CC[C@H]([C@@H](c1ccc(s1)C)N(CC(=O)N)CC(=O)N)N","P94690211","0","decoy"
"C[C@H]([C@@H](c1ccc(s1)Br)N(CC(=O)N)CC(=O)N)N","P94690321","0","decoy"
"C1C[C@H](C[C@H](C1)NC(=O)NC(C(=O)N)C(=O)N)C(F)(F)F","P100669881","0","decoy"
"c1cc(ccc1CS[C@@H]2[C@@H]([C@H]([C@H]([C@@H](O2)CO)O)O)O)N","P101126773","0","decoy"
"c1cc(ccc1C(c2ccc(cc2)O)[C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O","P111201202","0","decoy"
"c1cc(ccc1C(c2ccc(cc2)O)[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O","P111201204","0","decoy"
"C[C@@H](C(=O)N[C@H](CCC(=O)NC12CC3CC(C1)CC(C3)C2)C(=O)N)N","P111271017","0","decoy"
"CCC[C@H]1C[C@H](NC1)C(=O)N[C@H]([C@H]2[C@@H]([C@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O","P111278465","0","decoy"
"[H]/N=C(\N)/N/N=C(\C)/c1c(nc(s1)c2nc(c(s2)/C(=N/N=C(N)N)/C)C)C","P114123383","0","decoy"
"c1cc(ccc1CS[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)CO)O)O)O)N","P120018106","0","decoy"
"c1cc-2c(cc1S(=O)(=O)[N-][NH3+])Cc3c2ccc(c3)S(=O)(=O)[N-][NH3+]","P126202034","0","decoy"
"CCC[NH+]1CCC(CC1)[C@@]2(Nc3cccc(c3N2)C(=O)N)[C@H](CC(=O)O)C(=O)[O-]","P130312113","0","decoy"
"COc1ccc(cc1O)[C@@H]2c3ccc(cc3Oc4c2c(c(c(n4)N)C#N)N)O","P133654366","0","decoy"
"c1c(cc(cc1NC[C@H]2CCCC[C@@H]2O)S(=O)(=O)N)N","P134601060","0","decoy"
"c1cc(c(cc1S(=O)(=O)N)N)NC[C@@H]2CCCC[C@@H]2O","P134604902","0","decoy"
"C[C@H]1CCC[C@@](C1)(CNc2cc(cc(c2)S(=O)(=O)N)N)O","P136240171","0","decoy"
"c1cc(cc(c1)S(=O)(=O)N/[NH+]=C(\N)/[S-])S(=O)(=O)N","P136824905","0","decoy"
"CCc1c(c(n(n1)C)C[C@@H](c2c[nH]nc2N)NN)Br","P154608933","0","decoy"
"C[C@H](C(=O)N)NC(=O)C1=C[C@H]([C@H]([C@@H](C1)O)O)NC(=O)c2cccs2","P04500176","0","decoy"
"CC(C)C[C@H](C(=O)N)NC(=O)C1=C[C@H]([C@H]([C@@H](C1)O)O)NC(=O)c2cnccn2","P04501692","0","decoy"
"Cc1ccc(cc1)NC(=O)N[C@H]2C[C@](C[C@H]([C@@H]2O)O)(C(=O)N[C@H](C)C(=O)N)O","P04501819","0","decoy"
"c1ccc(cc1)C2=NN[C@@](S2)(CO)[C@H]([C@@H]([C@@H](CO)O)O)O","P04966396","0","decoy"
"c1ccc(cc1)CCC(=O)c2c(cc(cc2O[C@H]3[C@@H]([C@@H]([C@@H]([C@H](O3)CO)O)O)O)O)O","P05549510","0","decoy"
"CSc1nc2c(=O)[nH]c(nc2n1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N","P07136692","0","decoy"
"c1cc(c(c(c1)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)CCCc3ccc(cc3)O)O","P08904802","0","decoy"
"C[C@H](C(=O)N)NC(=O)C1=C[C@H]([C@H]([C@@H](C1)O)O)NS(=O)(=O)c2cccs2","P12496384","0","decoy"
"C[C@@]1([C@]([C@@]([C@@]([C@](O1)(C)Oc2ccc(cc2)N)(C)O)(C)O)(C)O)CO","P15150745","0","decoy"
"COc1ccc(cc1)C(c2c([nH]c(=S)[nH]c2=O)N)c3c([nH]c(=S)[nH]c3=O)N","P18118538","0","decoy"
"c1cc(cc(c1)Br)C(=O)NN[C@H]2[C@H]([C@H]([C@@H]([C@@H](O2)CO)O)O)O","P19702620","0","decoy"
"c1ccc(cc1)C2=NN[C@](S2)(CO)[C@@H]([C@@H]([C@H](CO)O)O)O","P24389751","0","decoy"
"c1cc2c(cc1NC(=O)CCSc3nnc(n3N)NN)OCO2","P31237019","0","decoy"
"CCOC(=O)c1c(=C)[nH]/c(=C\C(=C(/[NH3+])\NNc2ccccc2)\C#N)/c1[O-]","P34558099","0","decoy"
"c1ccc(cc1)/C=C/c2cc(cc(c2C(=O)O[C@@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O","P45881501","0","decoy"
"Cc1cc(=O)c2c(cc(c(c2o1)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O","P45892650","0","decoy"
"CCOC(=O)N1CCC2(CC1)C(=C(NC(=C2C(=O)N)[S-])[NH3+])C#N","P49975054","0","decoy"
"C[C@H](C(=O)N)NS(=O)(=O)c1c(nc2n1ccs2)NN","P55851698","0","decoy"
"C[C@@H](c1ccc(cc1)S(=O)(=O)N)NC(=O)[C@H](CC(=O)N)N","P55967905","0","decoy"
"c1cc(cc(c1)Br)C(=O)NN[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O","P56674297","0","decoy"
"c1cc(ccc1C(=O)c2c(cc(c(c2O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O","P56678210","0","decoy"
"Cc1c2cccc(c2c(c3c1C[C@H]4CC(=C(C(=O)[C@@]4(C3=O)O)C(=[NH2+])O)O)O)O","P57823603","0","decoy"
"c1ccc(cc1)NN[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)C(=O)NNc3ccccc3)O)O)O","P58727480","0","decoy"
"c1ccc(cc1)NN[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C(=O)NNc3ccccc3)O)O)O","P58727487","0","decoy"
"C1[C@@H]2[C@H]3/C(=N/NC(=S)N)/C[C@@H]2[C@H]4[C@@H]1[C@@H]3/C(=N/NC(=S)N)/C4","P60008783","0","decoy"
"C[C@@H](C(=O)N)NC(=O)NC1(CCC1)c2[nH]cc([nH+]2)C(=O)[O-]","P61618352","0","decoy"
"CC[C@H]([C@H](c1cnn(c1)C)Sc2nc(cc(n2)N)N)N","P65409941","0","decoy"
"c1c2c(cc(c1N)NCCCS(=O)(=O)N)nc[nH]c2=O","P67924669","0","decoy"
"CC(C)(C(=O)N)NS(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])NN","P67982632","0","decoy"
"C[C@@H]1CCC[C@](C1)(CO)Nc2cc(cc(c2)S(=O)(=O)N)N","P79624576","0","decoy"
"CC1=C([C@@H](C(=C(O1)N)C(=O)N)c2ccc(o2)[N+](=O)[O-])C(=O)N","P89255884","0","decoy"
"CC1=C([C@H](C(=C(O1)N)C(=O)N)c2ccc(o2)[N+](=O)[O-])C(=O)N","P89255885","0","decoy"
"COc1ccc(cc1)[C@@H]2c3c(=O)[nH]c(=O)[nH]c3OC(=C2C(=O)N)N","P89261959","0","decoy"
"C[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)NNC(=O)c2ccccc2O)O)O)O","P90304634","0","decoy"
"c1cc(ccc1[C@@H](CN)N(CC(=O)N)CC(=O)N)Br","P94690278","0","decoy"
"C[C@H](C[C@@H](c1cc2c(cc1Br)[nH]c(=O)[nH]2)N)CC(=O)N","P94725978","0","decoy"
"C[C@H](C[C@H](c1cc2c(cc1Br)[nH]c(=O)[nH]2)N)CC(=O)N","P94725980","0","decoy"
"COc1cccc(c1)C([C@@H]2C(=[NH+]C(=S)N=C2[O-])N)[C@@H]3C(=[NH+]C(=S)N=C3[O-])N","P97665063","0","decoy"
"C[C@@H](c1ccc(cc1)N2CCCC2=O)NC(=O)NC(C(=O)N)C(=O)N","P111407098","0","decoy"
"c1ccc2c(c1)cc(c(=O)[nH]2)CC(=O)NC(C(=O)N)C(=O)N","P111570202","0","decoy"
"c1cc(ccc1Oc2ccc(cc2)S(=O)(=O)[N-][NH3+])S(=O)(=O)NN","P126189912","0","decoy"
"c1cc-2c(cc1S(=O)(=O)NN)Cc3c2ccc(c3)S(=O)(=O)NN","P126201317","0","decoy"
"c1ccc(cc1)c2cc(=O)c3c(o2)cc(c(c3O)[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O","P134324503","0","decoy"
"C[C@@](CNc1c(cnc(n1)NN)Br)(CO)O","P137477346","0","decoy"
"c1cc(cc(c1)NS(=O)(=O)[NH-])N[C@H]2CCCC[C@H]2C[NH3+]","P139429726","0","decoy"
"Cc1c(cc(cc1S(=O)(=O)N)N)NC[C@H]2CCC[C@H]2O","P147890887","0","decoy"
"CC[C@H](CCO)CNc1cc(cc(c1C)S(=O)(=O)N)N","P148837277","0","decoy"
"[H]/N=C(\N)/N(C1CCCC1)/N=C/C(=N/N(C2CCCC2)/C(=N\[H])/N)/C","P152015813","0","decoy"
"c1c(c([nH]n1)N)[C@@H]([C@H]2CCOC3(C2)CCSCC3)NN","P154608616","0","decoy"
"c1nc2c(nc(=S)[nH]c2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N","P156230209","0","decoy"
"C1CCC(CC1)NC(=O)N[C@H]2C[C@](C[C@H]([C@@H]2O)O)(C(=O)NCC(=O)N)O","P04500145","0","decoy"
"CC(C)CNC(=S)N[C@@H]1C=C(C[C@H]([C@@H]1O)O)C(=O)NCC(=O)N","P04501273","0","decoy"
"C1CCC(CC1)NC(=O)N[C@H]2C[C@](C[C@H]([C@@H]2O)O)(C(=O)NCCC(=O)N)O","P04501857","0","decoy"
"c1nc(c2c(n1)n(cn2)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)CO)N","P05160259","0","decoy"
"c1c2c(cc(c1Cl)Cl)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O","P05972320","0","decoy"
"COc1cc(ccc1O)/C=N/Nc2nc3c(ncnc3n2[C@@H]4[C@H]([C@@H]([C@@H](O4)CO)O)O)N","P20625580","0","decoy"
"c1cc(c(cc1[C@H]2CC(=O)c3ccc(c(c3O2)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O","P20627980","0","decoy"
"c1nc2c(=S)[nH]c(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N","P20810529","0","decoy"
"c1cc(ccc1[C@@H]2[C@@H](C(=O)c3c(cc(cc3O2)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O","P22460800","0","decoy"
"c1ccc(cc1)/C=C\2/C(=O)NC(=N2)N/N=C/[C@@H]([C@H]([C@@H](CO)O)O)O","P25539309","0","decoy"
"c1nc(c2c(c(n(c2n1)[C@@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N)C#N)N","P25592954","0","decoy"
"C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@@H]3C[C@H]([NH2+]C3)CNS(=O)(=O)N)C(=O)[O-])[C@@H](C)O","P32721204","0","decoy"
"C1CCC2(CC1)C(=C(NC(=C2C(=O)N)SCC(=O)N)N)C#N","P40494059","0","decoy"
"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OCCC(=C)C)CO)O)O)O","P45888374","0","decoy"
"CSc1[nH]c(=O)c(c(n1)N[C@@H]2[C@H]([C@@H]([C@H](CO2)O)O)O)N","P46868461","0","decoy"
"C=CCOC(=O)N[C@H]1[C@@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O","P49490814","0","decoy"
"c1c(c(=O)[nH]c(=O)n1[C@@H]2[C@@H]([C@@H]([C@@H](O2)CO)O)O)NC(=O)NC34CC5CC(C3)CC(C5)C4","P52062550","0","decoy"
"CCOc1ccc(cc1O)/C=N\Nc2nc3c(=O)[nH]cnc3n2[C@@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O","P52217217","0","decoy"
"CCOc1ccc(cc1O)/C=N\Nc2nc3c(=O)[nH]cnc3n2[C@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O","P52217222","0","decoy"
"c1cc(ccc1[C@H]2CC(=O)c3c(cc(c(c3O)[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O2)O","P52333721","0","decoy"
"c1cc(ccc1/C=C/C(=O)c2c(cc(cc2O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)Cl","P52530527","0","decoy"
"c1cc(c(cc1[C@H]2CC(=O)c3ccc(c(c3O2)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O","P52624178","0","decoy"
"CN1CCN(CC1)Nc2nc3c(=O)[nH]c(nc3n2[C@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O)N","P54388612","0","decoy"
"c1cc(c(cc1[N+](=O)[O-])NN)S(=O)(=O)NCCS(=O)(=O)N","P54604404","0","decoy"
"c1ccc(cc1)[C@@H](C#N)O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H](CO3)O)O)O)O)O)O","P56755113","0","decoy"
"c1ccc(cc1)[C@@H](C#N)O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H](CO3)O)O)O)O)O)O","P56755114","0","decoy"
"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](Oc3cc(cc(c3C2=O)O)O)c4ccc(cc4)O)O)O)O","P56760365","0","decoy"
"C[C@]1(c2cccc(c2C(=O)[C@H]3[C@H]1C[C@H]4[C@@H](C(=O)C(=C([C@]4(C3=O)O)O)C(=O)N)[NH+](C)C)O)O","P57381129","0","decoy"
"CN(C)c1ccc(cc1)/C=N/N[C@H]2N=C3C(=NC(=NC3=O)N)N2[C@@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O","P59399307","0","decoy"
"c1cc2c(cc1C3=N[C@H]4[C@H]([C@@H]3c5c([nH]c(=O)[nH]c5=O)N)C(=O)NC(=O)N4)OCCO2","P59429443","0","decoy"
"[H]/N=C(\C1=C([C@H]([C@@H]2C[C@H]3[C@H](C(=O)c4c(cccc4O)[C@@]3(C)O)C(=O)[C@]2(C1=O)O)[NH+](C)C)[O-])/O","P66576980","0","decoy"
"c1ccc(cc1)CCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H](CO3)O)O)O)O)O)O","P74082463","0","decoy"
"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(C)(C)C=C)O)O)O)O)O)O","P74085503","0","decoy"
"c1nc2c(=S)[nH]c(nc2n1[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)N","P74680622","0","decoy"
"c1cc(ccc1/C=N/NC(=O)C(=O)NN/C(=N/[N+](=O)[O-])/N)O","P75437509","0","decoy"
"c1nc2c(=S)[nH]c(nc2n1[C@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)N","P83408674","0","decoy"
"Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O","P89289085","0","decoy"
"C=CCOC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@@H](O2)CO)O)O)O)O","P101126751","0","decoy"
"COc1[nH]c(=O)c(c(n1)N[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)Cl","P101915148","0","decoy"
"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H](C)C(=O)CC(C)C)O)O)O)O)O)O","P104263955","0","decoy"
"c1cc(ccc1[C@H]2CC(=O)c3c(cc(cc3O2)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O","P110452805","0","decoy"
"c1cc[nH]/c(=N\S(=O)(=O)c2ccc(cc2)NC(=S)/[NH+]=C/C(C(=O)N)C(=O)N)/c1","P126223678","0","decoy"
"c1ccc2c(c1)c(cn2[C@]3([C@H]([C@@H](O[C@@]([C@H]3O)([C@@H](O)Cl)Br)O)O)O)O","P130313050","0","decoy"
"CN1CN(c2c1c(=O)[nH]c(n2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","P133994448","0","decoy"
"c1cc(c(cc1/C=C/C(=O)c2ccc(c(c2O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O","P135960216","0","decoy"
"C([C@@H]1[C@H]([C@H]([C@@H](O1)n2c3c(c(=O)[nH]c(n3)N)sc2=O)O)O)O","P150175098","0","decoy"
"C[C@@H]1c2cccc(c2C(=O)[C@@H]3[C@@H]1[C@@H]([C@@H]4[C@@H](C(=O)C(=C([C@@]4(C3=O)O)[O-])C(=O)N)[NH+](C)C)O)O","P151417843","0","decoy"
"c1cc(ccc1[C@@H]2[C@@H](C(=O)c3c(cc(cc3O2)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O","P153251592","0","decoy"
"COc1cc(ccc1O)/C=N\Nc2nc3c(ncnc3n2[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N","P154445566","0","decoy"
"c1cc(ccc1/C=N\Nc2nc3c(ncnc3n2[C@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O)N)O","P154528697","0","decoy"
"C1[C@H](C[NH2+][C@@H]1C(=O)N[C@@H]2C=C(C[C@H]([C@@H]2O)O)C(=O)NCC(=O)N)O","P04500263","0","decoy"
"c1c(ncc(n1)[C@@H]([C@@H]([C@@H](CO)O)O)O)[C@@H]([C@@H]([C@@H](CO)O)O)O","P06219489","0","decoy"
"C([C@@H]([C@@H]([C@@H]([C@@H](C(=O)NN)O)O)O)O)O","P06282721","0","decoy"
"C(Cc1[nH]c(=[NH2+])[nH]n1)c2[nH]c(=[NH2+])[nH]n2","P06413841","0","decoy"
"C([C@H]1[C@@H]([C@@H]([C@@H](O1)n2c3c(c(=O)[nH]c(n3)N)nc2N)O)O)O","P07174041","0","decoy"
"CC(CC(=O)NC(=O)N)(NC(=O)N)NC(=O)N","P07715533","0","decoy"
"C([C@@H]([C@@H]([C@@H]([C@@H](/C=N/NC(=S)N)O)O)O)O)O","P09845720","0","decoy"
"C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)O)O)O)O)O)O)O)O","P13744080","0","decoy"
"C([C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@@]2([C@H]([C@@H]([C@@H](O2)CO)O)O)CO)O)O)O)O","P17225242","0","decoy"
"c1c[nH+]c([nH]1)c2c(n(c[nH+]2)C[C@@H]([C@@H]([C@@H](CO)O)O)O)N","P19962634","0","decoy"
"C([C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)OC[C@H]2[C@H]([C@H]([C@H]([C@@H](O2)O)O)O)O)O)O)O)O","P23071103","0","decoy"
"C[C@@H]([C@H]([C@H]([C@H](C1NNC(=S)NN1)O)O)O)O","P24699669","0","decoy"
"CSc1[nH+]c(c(c([nH+]1)N)S(=O)(=O)N)N","P25594768","0","decoy"
"C(C(COCOC(CO)(N)N)(N)N)O","P28838162","0","decoy"
"CC12C[NH+]3CC(C1O)(C[NH+](C2)C3[C@H]([C@H]([C@H]([C@H](CO)O)O)O)O)C","P28933814","0","decoy"
"C(CN[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)O)[NH3+]","P33547103","0","decoy"
"C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O[C@]2([C@@H]([C@@H]([C@@H](O2)CO)O)O)CO)O)O)O)O","P55387590","0","decoy"
"CC(C)(C)OC(=O)N(C=C(N)N)C=C(N)N","P64244295","0","decoy"
"C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O","P88388911","0","decoy"
"C1=[NH+][C@@H](C(=[NH2+])N1[C@H]2[C@H]([C@@H]([C@@H](O2)CO[P@@](=O)(O)[O-])O)O)C(=O)N","P89875640","0","decoy"
"C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)N[NH+]=C(N)N)O)O)O)O","P90785346","0","decoy"
"C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O)O","P98545696","0","decoy"
"c1c(c(cc(c1O)O)[N+](=O)[O-])[C@@H](C[NH3+])[NH3+]","P112161192","0","decoy"
"c1c(c(cc(c1O)O)[N+](=O)[O-])[C@H](C[NH3+])[NH3+]","P112161194","0","decoy"
"C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O","P112338970","0","decoy"
"[H]/N=C(/N)\N/N=C/C/C(=N/N/C(=N\[H])/N)/C","P122607290","0","decoy"
"C([C@@H]1[C@@H]([C@H]([C@@H]([C@H](N1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O","P123369494","0","decoy"
"C([C@H]([C@H]([C@@H]([C@H](/C=N/NC(=S)N)O)O)O)O)O","P130287041","0","decoy"
"C[C@@H]([C@@H](c1[nH]c2c(=O)[nH]c(nc2n1)N)[NH3+])O","P131499813","0","decoy"
"CC(C)[NH2+][C@H](CC[C@@H](C(=O)N)[NH2+]C)C(=O)N","P133546760","0","decoy"
