"molecule structure","name","activity","type"
"C[NH+]1CCC(CC1)N(C)C[C@@H-]C(=[NH2+])N","P28891970","0","decoy"
"C1C[C@@H](OC1)Cc2nc(on2)[C@@H](CO)[NH3+]","P29734093","0","decoy"
"C[C@H](C(=O)NC(=O)N)[NH2+]CC(=O)N","P30337648","0","decoy"
"C([C@@H]1[C@@H]([C@@H]([C@@H]([C@@H]([NH2+]1)O[S@@](=O)O)O)O)O)O","P32818503","0","decoy"
"C1CN(CC[NH+]1C[C@@H](CS(=O)(=O)[O-])O)C(=O)C[NH3+]","P36890222","0","decoy"
"C(C[C@@H](C(F)(F)F)[NH3+])[C@H](C(=O)[O-])[NH3+]","P48325064","0","decoy"
"CC(=O)NC[C@@H]1[C@H]([C@@H]([C@H](C[NH2+]1)CO)O)O","P50563397","0","decoy"
"C1CN[C@@H]2[C@H]([NH2+]1)NC(=C(N2)N=O)NO","P51522854","0","decoy"
"C1CN(CCC1O)S(=O)(=O)CC[NH3+]","P55788695","0","decoy"
"CC(=O)NCC(=O)N(CC(=O)N)[C@@H]1CC[NH2+]C1","P55825883","0","decoy"
"c1ncn(n1)CC(=O)N(CC(=O)N)[C@@H]2CC[NH2+]C2","P55825885","0","decoy"
"C1C[NH2+]CCC1N(CCC(=O)NC(=O)N)CC(=O)N","P55834102","0","decoy"
"C1C[C@H](CN(C1)C(=O)CNC(=O)C[NH3+])CNS(=O)(=O)N","P56244228","0","decoy"
"C[C@H](/C=C/[C@@](C#C)(C(=O)[O-])[NH3+])[NH3+]","P59178520","0","decoy"
"C1CS(=O)(=O)C[C@@H]1[NH2+][C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2O)CO)O)O","P60976594","0","decoy"
"C[C@H]([C@H](c1nc([nH]n1)C2CC2)[NH3+])O","P62317430","0","decoy"
"C[C@@]1(CCS(=O)(=O)C1)NC(=O)C(=O)NCC[NH3+]","P67661822","0","decoy"
"C[C@H](c1nnc(o1)C2CCC2)[NH3+]","P75212253","0","decoy"
"C[C@@H](c1nnc(o1)[C@@H]2CCOC2)[NH3+]","P75212306","0","decoy"
"C[C@@H](CN(C)C(=O)C(=O)NCC[NH3+])O","P77620331","0","decoy"
"C1[C@H](C[NH2+][C@@H]1C(=O)NCCN)O","P88244250","0","decoy"
"C1[C@@H](C[NH2+][C@@H]1C(=O)N(CC(=O)N)CC(=O)N)O","P94682253","0","decoy"
"CC(=O)NNC(=O)CN1CCC[C@H](C1)C(=O)NCC[NH3+]","P97018825","0","decoy"
"C1CN(C(=O)[C@H]1[NH3+])CCS(=O)(=O)N","P107994346","0","decoy"
"CS(=O)(=O)CC[C@H](C(=O)N1CCNC(=O)[C@H]1CC(=O)O)[NH3+]","P110129726","0","decoy"
"C1CS(=O)(=O)C[C@@H]1[NH2+]C[C@H](C(=O)[O-])[NH3+]","P126667637","0","decoy"
"C1C[C@H](COC1)C[NH2+]C[C@H](C(=O)[O-])[NH3+]","P126714545","0","decoy"
"C1CS(=O)CCN1C(=[NH2+])NN","P129695549","0","decoy"
"C[C@@H](C[NH2+]C[C@H](C(=O)[O-])[NH3+])CO","P130435755","0","decoy"
"C1CC[NH+]([C@H](C1)CO)C[C@@H](C(=O)[O-])[NH3+]","P131137252","0","decoy"
"C1CC[NH+]([C@@H](C1)C(=O)N)C[C@@H](C(=O)[O-])[NH3+]","P131137310","0","decoy"
"C1C[NH+](CCC1CC(=O)N)C[C@@H](C(=O)[O-])[NH3+]","P131137328","0","decoy"
"C1CC(=O)NC(=O)[C@@H]1NS(=O)(=O)CC[NH3+]","P132072617","0","decoy"
"C([C@@H](CO)O)[NH2+]CC(=O)NC(=O)N","P133375531","0","decoy"
"C1[C@@H]([C@H](CO1)[NH3+])C(=O)NCCCS(=O)(=O)N","P133581153","0","decoy"
"C1[C@@H]([C@@H](CO1)N)C(=O)NCC[NH3+]","P133632956","0","decoy"
"C1C[C@@H](O[C@H]1C[NH3+])C(=O)NC(CO)CO","P136240971","0","decoy"
"C1C[C@@H](O[C@@H]1C[NH3+])C(=O)NC[C@@H](CO)O","P136241130","0","decoy"
"C[C@@]1(CCCO1)C[NH2+][C@H](C[NH3+])C(=O)[O-]","P136533332","0","decoy"
"C1C[C@H](S(=O)(=O)C1)C[NH2+]C[C@H](C(=O)[O-])[NH3+]","P137599800","0","decoy"
"C[C@@]1(COC[C@@H]1[NH3+])C(=O)N2CCNC(=O)[C@@H]2CC(=O)O","P141724870","0","decoy"
"c1[nH]c2c([nH+]1)CN([C@H](C2)C(=O)[O-])C(=O)[C@H]3CCC[C@@H]3[NH3+]","P145224726","0","decoy"
"c1[nH]c2c([nH+]1)CN([C@H](C2)C(=O)[O-])C(=O)C[C@H]3C[NH2+]CCO3","P145224908","0","decoy"
"C1[C@@H]2[C@H]([NH2+][C@H]1NC(=[NH2+])N2)C(=O)[O-]","P151026057","0","decoy"
"CN1CCN([C@H](C1)CN)C(=O)CC[NH3+]","P153954257","0","decoy"
"C[NH+](C)C[C@H]1C[C@H](CN1C(=O)[C@@H](CC(=O)[O-])[NH3+])O","P153985849","0","decoy"
"CS(=O)(=O)CC[C@H](c1nc(no1)CN2CCCC2=O)[NH3+]","P156427847","0","decoy"
"C1CCC2(CC1)OC[C@H](O2)CO","P17161613","0","decoy"
"CN[C@@H](C#N)c1ccc(cc1)C#N","P30357114","0","decoy"
"COc1cccc2c1OCCNC2","P30506886","0","decoy"
"CNc1cc(on1)C(F)(F)F","P51354749","0","decoy"
"CN[C@@H]1COc2c1cccc2OC","P52923690","0","decoy"
"c1cnn(c1)[C@H]2CCCC[C@H]2O","P56052052","0","decoy"
"c1cc(ccc1C=O)NC=O","P59182244","0","decoy"
"CC(=O)O[C@H]1C[C@H]2CC[C@@H]1[C@@H]2O","P59251754","0","decoy"
"C1CCC2(C[C@H](C1)O)OCCO2","P59568666","0","decoy"
"C[C@@H]1C[C@@H]1C(=O)NC(C)(C)C#N","P61059257","0","decoy"
"C1C[C@@H]2C[C@H]1C[C@@H]2C(=O)NCC#N","P63819952","0","decoy"
"CN1C[C@@H]2CC[C@@H](N2)CC1=O","P90047662","0","decoy"
"CC[C@@H]1COCCN1[C@@H]2CCNC2","P92284437","0","decoy"
"C[C@H]1CC[C@H]([C@@H](C1)[NH+](C)C)C(=O)[O-]","P96280115","0","decoy"
"CC(C)[NH+]1CC[C@@](C1)(C)C(=O)[O-]","P96564871","0","decoy"
"CC(C)CC1(CC(=O)NC(=O)C1)C","P96601037","0","decoy"
"C[C@@H](C(C)C)C(=O)N1CC(C1)O","P107308575","0","decoy"
"Cc1ccc(o1)[C@@H]2C[C@@H](CCO2)O","P107620754","0","decoy"
"CCN[C@@]1(CCOC(C1)(C)C)C#N","P107697775","0","decoy"
"C[C@@H]1C[C@](CCO1)(C#N)NC(C)C","P107697926","0","decoy"
"C[C@@H]1C[C@](CCO1)(c2ccoc2)O","P107702353","0","decoy"
"CCC[C@@H]1C/C(=N/O)/CCO1","P107708149","0","decoy"
"C1C[C@@H]([C@@H](C1)N[C@@H]2CCOC2)C#N","P109525104","0","decoy"
"C1CCC(C1)N[C@]2(CCOC2)C#N","P109557588","0","decoy"
"C[C@H]1CC(C[C@@H]([NH+]1C)C)C(=O)[O-]","P112174142","0","decoy"
"[H]/N=C/1\CSC(=N1)N(C)C2CCC2","P112212184","0","decoy"
"C[C@@H]1CCC[C@@H](N1NC=O)C","P125477111","0","decoy"
"c1cc(c2c(c1C=O)c[nH]n2)F","P128772110","0","decoy"
"C[C@H]1CN(C[C@@H](N1)C)C[C@@H](C)C#N","P129202422","0","decoy"
"c1cc(c(cc1Cl)NC=O)C#N","P129959455","0","decoy"
"C1C[C@H](C[NH+](C1)C2CCC2)C(=O)[O-]","P130442374","0","decoy"
"CC(C)N[C@]1(CCCOCC1)C#N","P130472365","0","decoy"
"C[C@H]1[C@H](O[C@@H]([C@@H]1C(=O)NC)C)C","P130644076","0","decoy"
"Cc1ccsc1[C@@H]2COC(=O)N2","P131360163","0","decoy"
"C[C@H]1C[C@@](CCO1)(C(C)(C)C#N)O","P134478283","0","decoy"
"CC[C@H]1C[C@](CCO1)([C@@H](C)C#N)O","P134478512","0","decoy"
"C1C[C@@H]2C[C@H]1C[C@@H]2C(=O)NC#N","P134783561","0","decoy"
"C[C@@H]1C(=O)NC(=O)C[C@@]1(C)C2CC2","P134961479","0","decoy"
"C[C@@H]1CC[NH+]1[C@@H]2C[C@@H](C=C2)C(=O)[O-]","P135689084","0","decoy"
"C/C(=C\1/CCCOCC1)/C(=O)O","P135773650","0","decoy"
"C/C(=C\[C@@H]1CCCOC1)/C(=O)O","P135774236","0","decoy"
"CC1(C[C@]2(CC(=O)N2)C(O1)(C)C)C","P136069108","0","decoy"
"C[C@@H]1[C@H](O[C@@](CN1)(C)COC)C","P136397363","0","decoy"
"CC1(C[C@@H](CCO1)NC2COC2)C","P136457724","0","decoy"
"CC1(CC1)c2nc([nH]n2)Cl","P136944205","0","decoy"
"CC[C@@H](C#N)N1CCC(CC1)(C)O","P137669391","0","decoy"
"CC[C@H](C#N)N1CCC(CC1)(C)O","P137669392","0","decoy"
"C1CCC(CC1)N2CCNC2=O","P152069379","0","decoy"
"C[C@@H]1CN(C[C@H](O1)C)C(C)(C)O","P155912614","0","decoy"
"[H]/N=C\1/C2=C(CS1)OCCO2","P155943127","0","decoy"
"CN(CC(=O)[O-])C(=O)NC[C@@H]1CCC[C@@H](C1)CNC(=O)N(C)CC(=O)[O-]","P08210471","0","decoy"
"CN(CC(=O)[O-])C(=O)NC[C@H]1CCC[C@@H](C1)CNC(=O)N(C)CC(=O)[O-]","P08210477","0","decoy"
"C1[C@H]([C@@H](CS1(=O)=O)OS(=O)(=O)[O-])OS(=O)(=O)[O-]","P09112194","0","decoy"
"c1ccc(c(c1)C(=O)[O-])/N=N/c2c3ccc(cc3cc(c2O)S(=O)(=O)[O-])S(=O)(=O)[O-]","P09399348","0","decoy"
"C(c1c(non1)NCNc2c(non2)CC(=O)[O-])C(=O)[O-]","P09594140","0","decoy"
"c1cc(c(cc1S(=O)(=O)[O-])[N+](=O)[O-])/N=N/c2ccc(cc2[N+](=O)[O-])S(=O)(=O)[O-]","P10246164","0","decoy"
"c1cc(ccc1[N+](=O)[O-])S(=O)(=O)Oc2cc3ccc(cc3cc2S(=O)(=O)[O-])S(=O)(=O)[O-]","P12835714","0","decoy"
"CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)NC(=O)CCC(=O)[O-])SC1)C(=O)[O-]","P15065726","0","decoy"
"c1ccc(cc1)/N=N\c2c(cc3cc(cc(c3c2O)O)S(=O)(=O)[O-])S(=O)(=O)[O-]","P18225539","0","decoy"
"CNS(=O)(=O)c1cc2cc(cc(c2c(c1)[O-])S(=O)(=O)[O-])S(=O)(=O)NC","P28919763","0","decoy"
"C[C@@H]([C@H](C(=O)[O-])NS(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])[O-])O","P29777089","0","decoy"
"CC[C@]1(C(=O)N(C(=O)N1)/N=C(/COC(=O)c2cc(sc2)S(=O)(=O)[NH-])\[O-])C","P32514593","0","decoy"
"c1cc(ccc1/C=C/c2cc(cc(c2)OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-]","P32829444","0","decoy"
"C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-]","P36593668","0","decoy"
"c1cc(ccc1[C@@H](C(=O)[O-])N2C[C@@H](C2=O)NC(=O)C(=C3C=CC(=O)C=C3)N[O-])O","P50745798","0","decoy"
"C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O)NS(=O)(=O)[O-])OS(=O)(=O)[O-])O)O","P51728046","0","decoy"
"C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)NS(=O)(=O)[O-])OS(=O)(=O)[O-])O)O","P51728048","0","decoy"
"CO[C@@H]1[C@H]([C@@H]([C@@H](O[C@@H]1C(=O)[O-])O[C@@H]2[C@@H]([C@@H]([C@@H](O[C@@H]2C(=O)[O-])OC)O)O)O)O","P52028914","0","decoy"
"CC(C)OC[C@@H](Cn1c2c(nc1N/N=C\3/C(=O)NC(=O)N=C3[O-])n(c(=O)nc2[O-])C)O","P54273855","0","decoy"
"CC(=O)/C(=N\[O-])/C(=O)NCCCCCCNC(=O)/C(=N\[O-])/C(=O)C","P57583458","0","decoy"
"C1C(=O)N(C(=O)N1)C/C(=N/c2nnc(s2)SCC(=O)[O-])/[O-]","P62266127","0","decoy"
"C[C@H](c1[n-]nnn1)NS(=O)(=O)N2CCCC[C@@H]2C(=O)[O-]","P67729052","0","decoy"
"c1c(cc(cc1C(=O)[O-])N2C(=O)C[C@@H](C2=O)SC[C@@H](C(=O)[O-])N)C(=O)[O-]","P81447253","0","decoy"
"CC(=O)C(C(=O)C)N(/C(=N/[N+](=O)[O-])/[NH-])N/C(=N/[N+](=O)[O-])/[NH-]","P89284863","0","decoy"
"C1C(C=CC(=[NH+]1)C2=[NH+]CC(C=C2)(C(=O)[O-])C(=O)[O-])(C(=O)[O-])C(=O)[O-]","P90042108","0","decoy"
"CSCC[C@H](C(=O)[O-])N1CN2C3C4N(C2=O)CN(CN4C(=O)N3C1)[C@@H](CCSC)C(=O)[O-]","P90113245","0","decoy"
"[C@H]1([C@H](C([C@@H]([C@@H](C1O)O)OP(=O)([O-])[O-])O)OP(=O)([O-])[O-])O","P90126266","0","decoy"
"c1cc(ccc1[N-]S(=O)(=O)c2ccc3c(c2)c(cc(=O)[nH]3)C(=O)NN4CC(=NC4=O)[O-])F","P90518996","0","decoy"
"[C@H]1([C@@H](C([C@H]([C@H](C1OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-])O)O","P95488112","0","decoy"
"c1ccc(c(c1)C(=O)N/N=C\2/C(=N\NC(=O)c3ccccc3[O-])/[C@@H](OC2=O)[C@H](CO)[O-])O","P104005258","0","decoy"
"C[C@@H](c1[n-]nnn1)[N-]S(=O)(=O)c2ccc(nc2)[N+](=O)[O-]","P108388569","0","decoy"
"COc1ccc(c(c1)OC)[C@H]2[C@@H]3[C@@H]([C@@H](N2)C(=O)[O-])C(=O)N(C3=O)c4cccc(c4)C(=O)[O-]","P112431260","0","decoy"
"COc1ccc(c(c1)OC)[C@H]2[C@H]3[C@@H]([C@@H](N2)C(=O)[O-])C(=O)N(C3=O)c4cccc(c4)C(=O)[O-]","P112431262","0","decoy"
"c1c(cc(cc1C(=O)[O-])N2C(=O)C[C@H](C2=O)SC[C@@H](C(=O)[O-])N)C(=O)[O-]","P112685250","0","decoy"
"c1cc(ccc1N2C(=O)C[C@@H](C2=O)SC[C@@H](C(=O)[O-])N)S(=O)(=O)[N-]c3nccs3","P112685286","0","decoy"
"C1[C@H]([C@H]2[C@H](O1)[C@H](CO2)n3c(c(nn3)C(=O)[O-])C(=O)[O-])n4c(c(nn4)C(=O)[O-])C(=O)[O-]","P114667512","0","decoy"
"C[C@H](C(=O)[O-])[NH+](CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]","P120585734","0","decoy"
"COc1ccc(cc1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)[O-])O)O)O)/C=C/C(=O)[O-]","P120598059","0","decoy"
"c1cc(c(cc1S(=O)(=O)[NH-])[N+](=O)[O-])n2ccc(n2)C(=O)[O-]","P125060093","0","decoy"
"C[C@@H](C(=O)N[C@H](C[S-])C(=O)N[C@H](CC(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-])N","P130226733","0","decoy"
"CC(=O)N[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1O)COS(=O)(=O)[O-])OS(=O)(=O)[O-])O","P138372217","0","decoy"
"c1c(nc(o1)CN2CCN([C@H]3[C@@H]2CS(=O)(=O)C3)CCC(=O)[O-])C(=O)[O-]","P143448462","0","decoy"
"C1CN2[C@H](CNC2=O)CN1C(=O)N(CC(=O)[O-])CC(=O)[O-]","P143665866","0","decoy"
"c1c(c(=O)[nH]c(n1)[O-])S(=O)(=O)NC[C@H]2CC[C@@H](O2)C(=O)[O-]","P148234276","0","decoy"
"c1cc2c(cc1[C@H](C(=O)[O-])N3CCN(CC3)C(=O)c4[n-]ncn4)OCCO2","P149810121","0","decoy"
"c1c(cc(cc1C(=O)[O-])N2C(=O)C[C@@H](C2=O)SC[C@@H](C(=O)[O-])[NH3+])C(=O)[O-]","P151867417","0","decoy"
"CC(C)[C@H](C(=O)[O-])NC(=O)N1CCN(CC1)C(=O)N[C@H](C(C)C)C(=O)[O-]","P155731994","0","decoy"
"c1ccc2c(c1)cccc2N/N=C\3/C(=Cc4cc(cc(c4C3=O)O)S(=O)(=O)[O-])S(=O)(=O)[O-]","P155773874","0","decoy"
"c1cc(c(cc1S(=O)(=O)N2CCCN(CC2)S(=O)(=O)c3cnc[n-]3)c4[n-]nnn4)F","P156426004","0","decoy"
"c1cnn2c1cc(cc2)[N-]S(=O)(=O)CC[N-]S(=O)(=O)N3CCOCC3","P156427403","0","decoy"
"C(C(=O)[O-])N1[C@H]2[C@@H](NC1=O)O[C@@H](O2)[C@@H]3O[C@@H]4[C@@H](O3)N(C(=O)N4)CC(=O)[O-]","P08845651","0","decoy"
"c1cc(c(cc1/N=N/c2ccc(c3c2cc(cc3O)S(=O)(=O)[O-])O)S(=O)(=O)[O-])[N+](=O)[O-]","P09150375","0","decoy"
"c1cc(ccc1C=O)/N=N\c2c(cc3cc(cc(c3c2O)O)S(=O)(=O)[O-])S(=O)(=O)[O-]","P09372097","0","decoy"
"CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCCC(=O)[O-])SC1)C(=O)[O-]","P13704777","0","decoy"
"CC(=O)OCC1=C(N2[C@@H]([C@H](C2=O)NC(=O)CCC(=O)[O-])SC1)C(=O)[O-]","P15065727","0","decoy"
"Cc1c(cc(cc1S(=O)(=O)[O-])NC(=S)N[C@H]2CCS(=O)(=O)C2)S(=O)(=O)[O-]","P17911208","0","decoy"
"C(C(=O)[O-])N1C(=O)[C@H](SC1=O)[C@@H]2C(=O)N(C(=O)S2)CC(=O)[O-]","P22873985","0","decoy"
"CCc1nnc(s1)[N-]S(=O)(=O)c2ccc(cc2)N3C(=O)C[C@@H](C3=O)SC[C@H](C(=O)[O-])N","P29330668","0","decoy"
"COc1cc(ccc1OCC(=O)[O-])/C=N/N=C/2\NC(=O)[C@@H](S2)CC(=O)[O-]","P29555746","0","decoy"
"c1cc(c2cc(cc(c2c1[N+](=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-]","P32742406","0","decoy"
"c1cc(c(cc1O)O)/N=N\c2cc(cc3c2c(cc(c3)S(=O)(=O)[O-])[O-])S(=O)(=O)[O-]","P37767236","0","decoy"
"c1cc(cc(c1)OC[C@@H](CS(=O)(=O)[O-])O)OC[C@@H](COS(=O)(=O)[O-])O","P37920054","0","decoy"
"CNC(=O)c1ccccc1[N-]S(=O)(=O)c2ccc3c(c2)N(C(=O)CO3)CC(=O)[O-]","P39150631","0","decoy"
"CO[C@@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1C(=O)[O-])O[C@@H]2[C@@H]([C@@H]([C@@H](O[C@@H]2C(=O)[O-])OC)O)O)O)O","P52028910","0","decoy"
"CCOc1cc(cc(c1[O-])[N+](=O)[O-])/C=N/n2c(cnnc2=S)[O-]","P53593162","0","decoy"
"c1c(c(nc(c1C(=O)[O-])O)SSC2=NC(=O)C(=C[C@@H]2C#N)C(=O)[O-])C#N","P58449647","0","decoy"
"c1ccc2c(c1)/C(=C/3\C(=O)N(C(=S)S3)[C@@H](CC(=O)N)C(=O)[O-])/C(=O)N2CC(=O)[O-]","P60484755","0","decoy"
"Cc1nccn1c2c(cccn2)/N=C(/c3cc4c(nc3)n(c(nc4=O)[O-])C5CC5)\[O-]","P60931168","0","decoy"
"c1cc(cc(c1)[N-]S(=O)(=O)[C@@H]2CCS(=O)(=O)C2)[N-]S(=O)(=O)[C@@H]3CCS(=O)(=O)C3","P60963407","0","decoy"
"c1ccc(c(c1)[N-]S(=O)(=O)[C@@H]2CCS(=O)(=O)C2)[N-]S(=O)(=O)[C@H]3CCS(=O)(=O)C3","P60963411","0","decoy"
"CC\1=NN(C(=O)/C1=C\c2ccc(o2)c3ccc(cc3)S(=O)(=O)[O-])c4[n-]nnn4","P67027885","0","decoy"
"c1c(cc(cc1C(=O)[O-])NC(=O)/C=C/C(=O)[O-])NC(=O)/C=C/C(=O)[O-]","P89305176","0","decoy"
"CC(C)[C@@H](C(=O)[O-])N1CN2C3C4N(C2=O)CN(CN4C(=O)N3C1)[C@@H](C(C)C)C(=O)[O-]","P90113270","0","decoy"
"C1N(CN2C3N1C(=O)N4C3N(C2=O)CN(C4)[C@@H](CO)C(=O)[O-])[C@@H](CO)C(=O)[O-]","P90113315","0","decoy"
"C1N(CN2C3N1C(=O)N4C3N(C2=O)CN(C4)[C@@H](CC(=O)O)C(=O)[O-])[C@H](CC(=O)O)C(=O)[O-]","P90115898","0","decoy"
"c1cc(cc(c1)[N+](=O)[O-])C(c2c(=O)[nH]cnc2[O-])c3c(=O)[nH]cnc3[O-]","P96464310","0","decoy"
"c1ccc(c(c1)C(=O)[O-])[N-]C2=NC(=O)[C@H]3[C@H](C=NN3C2)[N+](=O)[O-]","P97553787","0","decoy"
"C/C(=N/c1[n-]nc(n1)SCSc2nc([nH]n2)/N=C(/C)\[O-])/O","P98209397","0","decoy"
"c1cc(ccc1N/N=C/2\C(=Cc3cc(cc(c3C2=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])[N+](=O)[O-]","P110857197","0","decoy"
"CC(C)CCn1c2c(=O)[nH]c(=O)n(c2nc1N/N=C/3\C(=NC(=NC3=O)[O-])[O-])C","P111249474","0","decoy"
"c1cc(cc(c1)N2C(=O)[C@@H]3[C@H](N[C@@H]([C@@H]3C2=O)C(=O)[O-])c4ccc(cc4O)O)C(=O)[O-]","P112431249","0","decoy"
"CN/N=C(/[C@H]1C(=NC(=O)N1)[O-])\C(=N\c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])\[O-]","P114226241","0","decoy"
"c1ccnc(c1)c2cc(n/c(=N/[N+](=O)[O-])/[n-]2)N3CCCC[C@H]3C(=O)[O-]","P114757389","0","decoy"
"COCc1cc(n/c(=N/[N+](=O)[O-])/[n-]1)N2CCCC[C@H]2C(=O)[O-]","P114759362","0","decoy"
"C[C@H](Cn1cc(c(nc1=O)[O-])C(=O)C)n2cc(c(nc2=O)[O-])C(=O)C","P117182402","0","decoy"
"C1CN([C@H]2CS(=O)(=O)C[C@H]2N1CC(=O)[O-])C(=O)NCCC(=O)[O-]","P120862821","0","decoy"
"c1ccc(cc1)N2C3=NC(=O)[C@@](C3=C(NC2=O)[O-])(C(F)(F)F)[N-]S(=O)(=O)c4nnc(s4)N","P122291258","0","decoy"
"c1cc(ccc1C[C@@H]2C[NH+](CCN(CCN2CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N","P123397360","0","decoy"
"Cn1c2ccccc2c(=O)c(c1[O-])C(=O)N[N-]S(=O)(=O)c3ccc(cc3)NC(=O)OC","P126568354","0","decoy"
"CC(=O)Nc1cc(cc2c1c(c(c(c2)S(=O)(=O)[O-])/N=N\c3ccccc3OC)[O-])S(=O)(=O)[O-]","P134681983","0","decoy"
"CC(=O)Nc1ccc(cc1)/N=N\c2c(cc3cc(ccc3c2[O-])S(=O)(=O)[O-])S(=O)(=O)[O-]","P134751666","0","decoy"
"C[C@](CNS(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])[O-])(C(=O)[O-])O","P141122483","0","decoy"
"c1cc2c(cc1[C@@H](C(=O)[O-])N3CCN(CC3)C(=O)c4[n-]ncn4)OCCO2","P149810117","0","decoy"
"C(/C=C\C(=O)[O-])Cn1c(=O)n(c(=O)n(c1=O)CC/C=C\C(=O)[O-])CC/C=C\C(=O)[O-]","P151057045","0","decoy"
"c1cc(ccc1C(=O)[O-])N2C(=O)C[C@H](C2=O)N([C@@H]3CC(=O)N(C3=O)c4ccc(cc4)C(=O)[O-])O","P151827816","0","decoy"
"[C@@H]([C@@H]([C@H](O)OP(=O)([O-])[O-])O)([C@H](C(=O)OP(=O)([O-])[O-])O)O","P151983937","0","decoy"
"CC\1=NN(C(=O)/C1=C/c2cc(c(c(c2)OC)[O-])[N+](=O)[O-])c3[n-]nnn3","P153241627","0","decoy"
"c1ccc2c(c1)cccc2N/N=C\3/C(=Cc4cc(cc(c4C3=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-]","P155773956","0","decoy"
"Cc1cc(c(cc1S(=O)(=O)[O-])OC)/N=N/c2c3ccc(cc3ccc2O)S(=O)(=O)[O-]","P156122149","0","decoy"
"c1cc(ccc1C=O)/N=N/c2c(cc3cc(cc(c3c2O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-]","P156227474","0","decoy"
"CCC(C)(C)NC(=O)C1CC[NH2+]CC1","P28696177","0","decoy"
"C[C@@H]1CCC[C@H]([NH2+]1)C(=O)NCC(C)C","P28737290","0","decoy"
"C[C@]1(CCC[NH2+]C1)C(=O)NC2CCCC2","P29176226","0","decoy"
"CC[C@H]1CCCC[NH+]1[C@@H](C)C(=O)N","P47917457","0","decoy"
"CC(C)(C)CC(=O)NC1[C@H]2[C@@H]1C[NH2+]C2","P53834207","0","decoy"
"C[C@@H]1C[C@@H](CN(C1)C(=O)C(C)(C)[NH3+])C","P62114327","0","decoy"
"C[C@@H](C(=O)NC)[NH2+]C1(CCCC1)C","P63836437","0","decoy"
"CC(C)Cc1c([nH+]oc1N)C2CC2","P65605395","0","decoy"
"C[C@@H](C1(CCCCC1)O)[NH2+]OC","P89981606","0","decoy"
"CC1CCC(CC1)[NH+](C)[C@@H](C)C(=O)N","P94461764","0","decoy"
"C#CCC[NH2+][C@@H]1CCCNC(=O)C1","P107468390","0","decoy"
"C1CC[C@@H]([NH2+]CC1)[C@]2(CCCOC2)O","P107916911","0","decoy"
"CC[C@H]1CCC[C@@]2(C1)C(=O)NCC[NH2+]2","P108849754","0","decoy"
"CCN(C)C(=O)[C@@]1(CCC[C@@H](C1)C)[NH3+]","P109413481","0","decoy"
"C[C@H](c1ccc2c(c1)OCCO2)[C@H](C)[NH3+]","P115588498","0","decoy"
"CC(C)[NH2+][C@H]1CCCC[C@H]1NC(=O)C","P124082185","0","decoy"
"CC(C)CNC(=O)[C@@H]1CCCCC[NH2+]1","P126466679","0","decoy"
"CC1(C[C@H]1NC(=O)[C@H]2CCCCC[NH2+]2)C","P126473329","0","decoy"
"C[C@@H](CN1CCC[C@@H](C1=O)[NH3+])C(C)C","P126667061","0","decoy"
"C[C@@H]1CCCN([C@@H]1C)C(=[NH2+])NC2CC2","P128555794","0","decoy"
"CCNC(=[NH2+])N1CCC[C@H](CC1)C","P128911723","0","decoy"
"C[C@H]1CC[C@H](c2c1c([nH][nH+]2)NC)C","P129512951","0","decoy"
"C[C@@H](CO)[NH2+][C@H]1[C@@H]2CCO[C@@H]2C1(C)C","P129657042","0","decoy"
"Cc1c([nH+][nH]c1NC(C)C)C2CC2","P129838884","0","decoy"
"C[C@@H](C(C)(C)O)[NH2+][C@H]1CCC[C@@H]1C#N","P130980939","0","decoy"
"C[C@H]1CCC[C@@H](C1)[C@@H]2C(=O)NCC[NH2+]2","P131969506","0","decoy"
"C[C@H]1CCC[C@@H](C1)[C@@H]2COC(=[NH+]2)N","P131971787","0","decoy"
"CC1(C[NH+](C1)[C@H]2CCCCC[C@H]2O)O","P131981909","0","decoy"
"CC(C)C1(CN(C1)C(=O)C2CCCC2)[NH3+]","P132024312","0","decoy"
